dbo_LINE_LINE_ID,TRAIT_NM,TRAIT_DSC,OBSRV_NT_NBR,OBSRV_EFF_TSP,CNTRY_NM,REGN_NM,LOC_NM,COOP_LOC_NM
253870,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253315,THINS BARLEY,Barley Thin Percent <5.5/64,0.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253199,MIDS BARLEY,Mids Barley Percent,30.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254186,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253334,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253315,PLUMP BARLEY,Barley Plump Percent >6/64,88.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253868,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253870,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254186,PLUMP BARLEY,Barley Plump Percent >6/64,44.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253199,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253315,MIDS BARLEY,Mids Barley Percent,11.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253874,PLUMP BARLEY,Barley Plump Percent >6/64,72.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253335,PLUMP BARLEY,Barley Plump Percent >6/64,68.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253871,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253874,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253856,MIDS BARLEY,Mids Barley Percent,25.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253849,PLUMP BARLEY,Barley Plump Percent >6/64,79.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253540,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253859,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253850,PLUMP BARLEY,Barley Plump Percent >6/64,62.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253850,MIDS BARLEY,Mids Barley Percent,33.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253844,MIDS BARLEY,Mids Barley Percent,44.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253849,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,12.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253543,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253540,THINS BARLEY,Barley Thin Percent <5.5/64,,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253849,MIDS BARLEY,Mids Barley Percent,17.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253859,PLUMP BARLEY,Barley Plump Percent >6/64,81.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253543,PLUMP BARLEY,Barley Plump Percent >6/64,60.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253543,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253850,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253543,MIDS BARLEY,Mids Barley Percent,34.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253844,PLUMP BARLEY,Barley Plump Percent >6/64,50.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253850,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253540,MIDS BARLEY,Mids Barley Percent,,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253856,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253844,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253844,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253859,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253540,PLUMP BARLEY,Barley Plump Percent >6/64,,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253849,THINS BARLEY,Barley Thin Percent <5.5/64,0.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253856,PLUMP BARLEY,Barley Plump Percent >6/64,70.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253859,MIDS BARLEY,Mids Barley Percent,15.3,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253856,THINS BARLEY,Barley Thin Percent <5.5/64,0.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254375,MIDS BARLEY,Mids Barley Percent,30.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254347,PLUMP BARLEY,Barley Plump Percent >6/64,66.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254347,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254347,MIDS BARLEY,Mids Barley Percent,28.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254496,MIDS BARLEY,Mids Barley Percent,26.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254292,MIDS BARLEY,Mids Barley Percent,31.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254347,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,11.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254318,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254318,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254318,PLUMP BARLEY,Barley Plump Percent >6/64,78.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254292,PLUMP BARLEY,Barley Plump Percent >6/64,64.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254486,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254318,MIDS BARLEY,Mids Barley Percent,20.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254486,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254375,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254292,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254375,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254375,PLUMP BARLEY,Barley Plump Percent >6/64,66.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254486,PLUMP BARLEY,Barley Plump Percent >6/64,73.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254496,PLUMP BARLEY,Barley Plump Percent >6/64,70,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254292,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254486,MIDS BARLEY,Mids Barley Percent,25.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254424,PLUMP BARLEY,Barley Plump Percent >6/64,70.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254683,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254307,MIDS BARLEY,Mids Barley Percent,20.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254424,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254683,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254683,PLUMP BARLEY,Barley Plump Percent >6/64,60.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254679,THINS BARLEY,Barley Thin Percent <5.5/64,0.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254639,MIDS BARLEY,Mids Barley Percent,22.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254670,MIDS BARLEY,Mids Barley Percent,32.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254670,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254683,MIDS BARLEY,Mids Barley Percent,36,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254639,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254307,PLUMP BARLEY,Barley Plump Percent >6/64,73.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254496,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254649,PLUMP BARLEY,Barley Plump Percent >6/64,70.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254424,MIDS BARLEY,Mids Barley Percent,17.3,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254679,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,11.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254307,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254649,MIDS BARLEY,Mids Barley Percent,26.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254307,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254639,PLUMP BARLEY,Barley Plump Percent >6/64,74.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254304,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254496,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254304,PLUMP BARLEY,Barley Plump Percent >6/64,76.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254304,MIDS BARLEY,Mids Barley Percent,20.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254649,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254639,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254304,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254424,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254679,PLUMP BARLEY,Barley Plump Percent >6/64,71.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254670,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254649,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254679,MIDS BARLEY,Mids Barley Percent,22.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254670,PLUMP BARLEY,Barley Plump Percent >6/64,63.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254549,PLUMP BARLEY,Barley Plump Percent >6/64,89.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254274,MIDS BARLEY,Mids Barley Percent,32.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254274,PLUMP BARLEY,Barley Plump Percent >6/64,62.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254273,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254549,THINS BARLEY,Barley Thin Percent <5.5/64,0.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254549,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.3,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254418,MIDS BARLEY,Mids Barley Percent,40.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254549,MIDS BARLEY,Mids Barley Percent,8.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254273,PLUMP BARLEY,Barley Plump Percent >6/64,72,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254274,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254418,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254273,MIDS BARLEY,Mids Barley Percent,25.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254274,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254273,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254418,PLUMP BARLEY,Barley Plump Percent >6/64,54.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254418,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254500,MIDS BARLEY,Mids Barley Percent,45.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254417,MIDS BARLEY,Mids Barley Percent,22.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254500,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254281,PLUMP BARLEY,Barley Plump Percent >6/64,80.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254417,PLUMP BARLEY,Barley Plump Percent >6/64,74.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254500,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254281,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254325,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,11.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254281,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254417,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254231,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254231,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,11.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254229,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254325,PLUMP BARLEY,Barley Plump Percent >6/64,66.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254417,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254229,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254271,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254325,MIDS BARLEY,Mids Barley Percent,30.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254231,MIDS BARLEY,Mids Barley Percent,21.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254271,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254271,MIDS BARLEY,Mids Barley Percent,24.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254271,PLUMP BARLEY,Barley Plump Percent >6/64,72.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254500,PLUMP BARLEY,Barley Plump Percent >6/64,46.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254325,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254231,PLUMP BARLEY,Barley Plump Percent >6/64,73.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254229,PLUMP BARLEY,Barley Plump Percent >6/64,66,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254281,MIDS BARLEY,Mids Barley Percent,16.3,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254229,MIDS BARLEY,Mids Barley Percent,27.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254359,MIDS BARLEY,Mids Barley Percent,35.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254721,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254721,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254721,PLUMP BARLEY,Barley Plump Percent >6/64,60.3,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254721,MIDS BARLEY,Mids Barley Percent,34.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254501,PLUMP BARLEY,Barley Plump Percent >6/64,48.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254501,MIDS BARLEY,Mids Barley Percent,42.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254359,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254297,MIDS BARLEY,Mids Barley Percent,26.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254297,PLUMP BARLEY,Barley Plump Percent >6/64,70.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254296,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254359,PLUMP BARLEY,Barley Plump Percent >6/64,54,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254359,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254297,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254501,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254358,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254525,MIDS BARLEY,Mids Barley Percent,14.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254525,PLUMP BARLEY,Barley Plump Percent >6/64,82.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254358,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254358,MIDS BARLEY,Mids Barley Percent,33.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254525,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254358,PLUMP BARLEY,Barley Plump Percent >6/64,61.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254525,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254297,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
